device_name_in_vd,ip,day,batch,org,type,softwareVersion,ping-status,sync-status,serialNo,model,existing-packageName
MAD000292,100.110.3.74,1,102,IPC04514,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3714893,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
MAD000549,100.110.3.101,1,102,IPC05319,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3777231,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
MAD000609,100.110.2.217,1,102,IPC04624,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3244593,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
MAD002202,100.110.2.205,1,103,IPC04624,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3244569,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
MAD003600,100.110.3.27,1,103,IPC04514,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3267580,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
MHG002202,100.110.2.206,1,105,IPC04578,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3126374,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
MIL001332,100.110.3.73,1,107,IPC04514,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3267571,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
MIL001371,100.110.3.72,1,107,IPC04514,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3267573,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
MRU000200,100.110.9.14,1,108,IPC05521,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4000183,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
MRU000365,100.110.9.15,1,108,IPC05521,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3999299,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
MSR000020,100.110.8.144,1,108,IPC05517,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4017453,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
MSR000945,100.110.8.59,1,108,IPC05517,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4010672,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
MUC000410,100.110.3.79,1,109,IPC04514,branch,16.1-R2-S9 80561de 20190628,REACHABLE,OUT_OF_SYNC,KSA3777242,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
MUC000630,100.110.3.81,1,109,IPC04514,branch,16.1-R2-S9 80561de 20190628,REACHABLE,OUT_OF_SYNC,KSA3777229,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
MUC000957,100.110.8.55,1,110,IPC04932,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4356844,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
MUC000967,100.110.8.57,1,110,IPC04932,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3999322,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
MUC001172,192.168.28.222,1,110,IPC04578,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4017462,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
MUC002894,100.110.3.148,1,110,IPC05414,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3866851,FWA-5020U-00A1R,versa-flexvnf-20190628-153900-80561de-16.1R2S9
MUC002895,100.110.3.43,1,110,IPC05414,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3866849,FWA-5020U-00A1R,versa-flexvnf-20190628-153900-80561de-16.1R2S9
NEA000086,100.110.8.79,1,112,IPC04932,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4031154,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
NEA000198,100.110.8.80,1,112,IPC04932,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4031145,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
NLD000902,100.110.8.119,1,112,IPC05513,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4031143,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
NLD000950,100.110.8.118,1,112,IPC05513,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4031139,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
NLD000955,100.110.8.120,1,113,IPC05513,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4031158,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
NLD000956,100.110.8.121,1,113,IPC05513,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4031152,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
NOR000200,100.110.10.88,1,114,IPC04578,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3935746,FWA-5020,versa-flexvnf-20191106-113931-80561de-16.1R2S9
NOR000202,100.110.10.219,1,114,IPC04578,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4466856,FWA-5020,versa-flexvnf-20191106-113931-80561de-16.1R2S9
NOW000302,100.110.9.66,1,114,IPC05538,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4145737,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
NOW000304,100.110.9.155,1,114,IPC05538,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4145803,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
NOW000354,100.110.8.250,1,115,IPC05521,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4010777,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
NUE000015,100.110.8.197,1,115,IPC05521,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4017454,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
NUE000032,100.110.8.215,1,115,IPC05521,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4010687,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
NUE000202,192.168.28.224,1,115,IPC04578,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3909025,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
NV-VNF-CGW1-FRA,10.63.4.40,1,115,COLT,service-vnf,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,Not Specified,"Standard PC (i440FX + PIIX, 1996)",versa-flexvnf-20191106-113931-80561de-16.1R2S9
NV-VNF-CGW1-XBT,10.63.4.136,1,115,COLT,service-vnf,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,Not Specified,"Standard PC (i440FX + PIIX, 1996)",versa-flexvnf-20191106-113931-80561de-16.1R2S9
NV-VNF-CGW2-FRA,10.63.4.41,1,116,COLT,service-vnf,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,Not Specified,"Standard PC (i440FX + PIIX, 1996)",versa-flexvnf-20191106-113931-80561de-16.1R2S9
NV-VNF-CGW2-XBT,10.63.4.137,1,116,COLT,service-vnf,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,Not Specified,"Standard PC (i440FX + PIIX, 1996)",versa-flexvnf-20191106-113931-80561de-16.1R2S9
NV-VNF-CGW3-FRA,10.63.4.42,1,117,COLT,service-vnf,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,Not Specified,"Standard PC (i440FX + PIIX, 1996)",versa-flexvnf-20191106-113931-80561de-16.1R2S9
NV-VNF-CGW3-XBT,10.63.4.138,1,117,COLT,service-vnf,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,Not Specified,"Standard PC (i440FX + PIIX, 1996)",versa-flexvnf-20191106-113931-80561de-16.1R2S9
NV-VNF-CGW4-FRA,10.63.4.43,1,117,COLT,service-vnf,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,Not Specified,"Standard PC (i440FX + PIIX, 1996)",versa-flexvnf-20191106-113931-80561de-16.1R2S9
NV-VNF-CGW4-XBT,10.63.4.139,1,117,COLT,service-vnf,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,Not Specified,"Standard PC (i440FX + PIIX, 1996)",versa-flexvnf-20191106-113931-80561de-16.1R2S9
NV-VNF-CGW5-FRA,10.63.4.44,1,117,COLT,service-vnf,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,Not Specified,"Standard PC (i440FX + PIIX, 1996)",versa-flexvnf-20191106-113931-80561de-16.1R2S9
NV-VNF-CGW5-XBT,10.63.4.140,1,117,COLT,service-vnf,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,Not Specified,"Standard PC (i440FX + PIIX, 1996)",versa-flexvnf-20191106-113931-80561de-16.1R2S9
NV-VNF-CGW6-FRA,10.63.4.45,1,117,COLT,service-vnf,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,Not Specified,"Standard PC (i440FX + PIIX, 1996)",versa-flexvnf-20191106-113931-80561de-16.1R2S9
NV-VNF-CGW6-XBT,10.63.4.141,1,117,COLT,service-vnf,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,Not Specified,"Standard PC (i440FX + PIIX, 1996)",versa-flexvnf-20191106-113931-80561de-16.1R2S9
NV-VNF-CGW7-FRA,10.63.4.46,1,117,COLT,service-vnf,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,Not Specified,"Standard PC (i440FX + PIIX, 1996)",versa-flexvnf-20191106-113931-80561de-16.1R2S9
NV-VNF-CGW7-XBT,10.63.4.142,1,117,COLT,service-vnf,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,Not Specified,"Standard PC (i440FX + PIIX, 1996)",versa-flexvnf-20191106-113931-80561de-16.1R2S9
NV-VNF-CGW8-FRA,10.63.4.47,1,117,COLT,service-vnf,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,Not Specified,"Standard PC (i440FX + PIIX, 1996)",versa-flexvnf-20191106-113931-80561de-16.1R2S9
NV-VNF-CGW8-XBT,10.63.4.143,1,118,COLT,service-vnf,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,Not Specified,"Standard PC (i440FX + PIIX, 1996)",versa-flexvnf-20191106-113931-80561de-16.1R2S9
NV-VNF-FW01-BRU,10.63.36.3,1,118,COLT-INFRA,service-vnf,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,Not Specified,"Standard PC (i440FX + PIIX, 1996)",versa-flexvnf-20190628-153900-80561de-16.1R2S9
NV-VNF-FW01-FRA,10.63.36.11,1,119,COLT-INFRA,service-vnf,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,Not Specified,"Standard PC (i440FX + PIIX, 1996)",versa-flexvnf-20190628-153900-80561de-16.1R2S9
NV-VNF-FW01-MAD,10.63.36.19,1,119,COLT-INFRA,service-vnf,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,Not Specified,"Standard PC (i440FX + PIIX, 1996)",versa-flexvnf-20190628-153900-80561de-16.1R2S9
NV-VNF-FW01-XBT,10.63.36.43,1,119,COLT-INFRA,service-vnf,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,Not Specified,"Standard PC (i440FX + PIIX, 1996)",versa-flexvnf-20190628-153900-80561de-16.1R2S9
NV-VNF-FW02-BRU,10.63.36.5,1,119,COLT-INFRA,service-vnf,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,Not Specified,"Standard PC (i440FX + PIIX, 1996)",versa-flexvnf-20190628-153900-80561de-16.1R2S9
NV-VNF-FW02-FRA,10.63.36.13,1,119,COLT-INFRA,service-vnf,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,Not Specified,"Standard PC (i440FX + PIIX, 1996)",versa-flexvnf-20190628-153900-80561de-16.1R2S9
NV-VNF-FW02-MAD,10.63.36.21,1,119,COLT-INFRA,service-vnf,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,Not Specified,"Standard PC (i440FX + PIIX, 1996)",versa-flexvnf-20190628-153900-80561de-16.1R2S9
NV-VNF-FW02-XBT,10.63.36.45,1,119,COLT-INFRA,service-vnf,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,Not Specified,"Standard PC (i440FX + PIIX, 1996)",versa-flexvnf-20190628-153900-80561de-16.1R2S9
NV-VNF-GW1-BRU,10.63.4.4,1,119,COLT,service-vnf,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,Not Specified,"Standard PC (i440FX + PIIX, 1996)",versa-flexvnf-20190628-153900-80561de-16.1R2S9
NV-VNF-GW1-FRA,10.63.4.36,1,119,COLT,service-vnf,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,Not Specified,"Standard PC (i440FX + PIIX, 1996)",versa-flexvnf-20190628-153900-80561de-16.1R2S9
NV-VNF-GW1-HKG,10.63.4.228,1,120,COLT,service-vnf,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,CZ172201FM,ProLiant DL20 Gen9,versa-flexvnf-20190628-153900-80561de-16.1R2S9
NV-VNF-GW1-MAD,10.63.4.68,1,120,COLT,service-vnf,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,Not Specified,"Standard PC (i440FX + PIIX, 1996)",versa-flexvnf-20190628-153900-80561de-16.1R2S9
NV-VNF-GW1-NYC,10.63.4.100,1,120,COLT,service-vnf,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,CZ172201FW,ProLiant DL20 Gen9,versa-flexvnf-20190628-153900-80561de-16.1R2S9
NV-VNF-GW1-SIN,10.63.4.164,1,120,COLT,service-vnf,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,CZ172201FN,ProLiant DL20 Gen9,versa-flexvnf-20190628-153900-80561de-16.1R2S9
NV-VNF-GW1-TYO,10.63.4.196,1,120,COLT,service-vnf,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,CZ172201FP,ProLiant DL20 Gen9,versa-flexvnf-20190628-153900-80561de-16.1R2S9
NV-VNF-GW1-XBT,10.63.4.132,1,120,COLT,service-vnf,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,Not Specified,"Standard PC (i440FX + PIIX, 1996)",versa-flexvnf-20190628-153900-80561de-16.1R2S9
NV-VNF-GW2-BRU,10.63.4.5,1,121,COLT,service-vnf,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,Not Specified,"Standard PC (i440FX + PIIX, 1996)",versa-flexvnf-20190628-153900-80561de-16.1R2S9
NV-VNF-GW2-FRA,10.63.4.37,1,121,COLT,service-vnf,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,Not Specified,"Standard PC (i440FX + PIIX, 1996)",versa-flexvnf-20190628-153900-80561de-16.1R2S9
NV-VNF-GW2-HKG,10.63.4.229,1,121,COLT,service-vnf,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,CZ172201FR,ProLiant DL20 Gen9,versa-flexvnf-20190628-153900-80561de-16.1R2S9
NV-VNF-GW2-MAD,10.63.4.69,1,121,COLT,service-vnf,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,Not Specified,"Standard PC (i440FX + PIIX, 1996)",versa-flexvnf-20190628-153900-80561de-16.1R2S9
NV-VNF-GW2-NYC,10.63.4.101,1,121,COLT,service-vnf,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,CZ172201FG,ProLiant DL20 Gen9,versa-flexvnf-20190628-153900-80561de-16.1R2S9
NV-VNF-GW2-SIN,10.63.4.165,1,122,COLT,service-vnf,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,CZ172201FU,ProLiant DL20 Gen9,versa-flexvnf-20190628-153900-80561de-16.1R2S9
NV-VNF-GW2-TYO,10.63.4.197,1,122,COLT,service-vnf,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,CZ172201FT,ProLiant DL20 Gen9,versa-flexvnf-20190628-153900-80561de-16.1R2S9
NV-VNF-GW2-XBT,10.63.4.133,1,122,COLT,service-vnf,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,Not Specified,"Standard PC (i440FX + PIIX, 1996)",versa-flexvnf-20190628-153900-80561de-16.1R2S9
NV-WC1-BRU,10.63.4.6,1,122,COLT,controller,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,Not Specified,"Standard PC (i440FX + PIIX, 1996)",versa-flexvnf-20190628-153900-80561de-16.1R2S9
NV-WC1-FRA,10.63.4.38,1,122,COLT,controller,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,Not Specified,"Standard PC (i440FX + PIIX, 1996)",versa-flexvnf-20190628-153900-80561de-16.1R2S9
NV-WC1-HKG,10.63.4.230,1,122,COLT,controller,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,CZ172201FL,ProLiant DL20 Gen9,versa-flexvnf-20190628-153900-80561de-16.1R2S9
NV-WC1-MAD,10.63.4.70,1,122,COLT,controller,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,Not Specified,"Standard PC (i440FX + PIIX, 1996)",versa-flexvnf-20190628-153900-80561de-16.1R2S9
NV-WC1-NYC,10.63.4.102,1,122,COLT,controller,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,CZ172201FY,ProLiant DL20 Gen9,versa-flexvnf-20190628-153900-80561de-16.1R2S9
NV-WC1-SIN,10.63.4.166,1,122,COLT,controller,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,CZ172201FH,ProLiant DL20 Gen9,versa-flexvnf-20190628-153900-80561de-16.1R2S9
NV-WC1-TYO,10.63.4.198,1,122,COLT,controller,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,CZ172201FV,ProLiant DL20 Gen9,versa-flexvnf-20190628-153900-80561de-16.1R2S9
NV-WC1-XBT,10.63.4.134,1,123,COLT,controller,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,Not Specified,"Standard PC (i440FX + PIIX, 1996)",versa-flexvnf-20190628-153900-80561de-16.1R2S9
NV-WC2-BRU,10.63.4.7,1,124,COLT,controller,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,Not Specified,"Standard PC (i440FX + PIIX, 1996)",versa-flexvnf-20190628-153900-80561de-16.1R2S9
NV-WC2-FRA,10.63.4.39,1,124,COLT,controller,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,Not Specified,"Standard PC (i440FX + PIIX, 1996)",versa-flexvnf-20190628-153900-80561de-16.1R2S9
NV-WC2-HKG,10.63.4.231,1,124,COLT,controller,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,CZ172201FJ,ProLiant DL20 Gen9,versa-flexvnf-20190628-153900-80561de-16.1R2S9
NV-WC2-MAD,10.63.4.71,1,124,COLT,controller,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,Not Specified,"Standard PC (i440FX + PIIX, 1996)",versa-flexvnf-20190628-153900-80561de-16.1R2S9
NV-WC2-NYC,10.63.4.103,1,124,COLT,controller,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,CZ172201FX,ProLiant DL20 Gen9,versa-flexvnf-20190628-153900-80561de-16.1R2S9
NV-WC2-SIN,10.63.4.167,1,124,COLT,controller,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,CZ172201FK,ProLiant DL20 Gen9,versa-flexvnf-20190628-153900-80561de-16.1R2S9
NV-WC2-TYO,10.63.4.199,1,124,COLT,controller,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,CZ172201FS,ProLiant DL20 Gen9,versa-flexvnf-20190628-153900-80561de-16.1R2S9
NV-WC2-XBT,10.63.4.135,1,124,COLT,controller,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,Not Specified,"Standard PC (i440FX + PIIX, 1996)",versa-flexvnf-20190628-153900-80561de-16.1R2S9
PAR000155,100.110.8.40,1,125,IPC04932,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3909033,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
PAR000965,100.110.3.153,1,126,IPC03264,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3820881,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
PAR002703,100.110.8.41,1,126,IPC04932,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3873710,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
PAR003163,100.110.2.85,1,126,IPC04514,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3267587,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
PAR003602,100.110.3.26,1,126,IPC04514,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3267552,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
PAR006923,100.110.3.157,1,126,IPC03264,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3820886,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
POX000514,100.110.9.179,1,130,IPC01281,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3999317,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
POX000600,100.110.8.247,1,130,IPC01281,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4000184,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
PRT021310,192.168.28.127,1,130,IPC04624,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA2817592,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
PUF000049,100.110.8.190,1,130,IPC05521,branch,16.1-R2-S9 80561de 20191106,REACHABLE,OUT_OF_SYNC,KSA3873705,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
PUF000200,100.110.8.194,1,130,IPC05521,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4000185,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
QHA000035,100.110.9.106,1,134,IPC05538,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3873709,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
QHA000135,100.110.9.60,1,134,IPC05538,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA2817587,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
QVA000051,100.110.3.69,1,137,IPC04514,branch,16.1-R2-S9 80561de 20190628,REACHABLE,OUT_OF_SYNC,KSA3267553,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
QVA000064,100.110.2.143,1,137,IPC04514,branch,16.1-R2-S9 80561de 20190628,REACHABLE,OUT_OF_SYNC,KSA3777255,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
QWU000029,100.110.8.210,1,137,IPC05521,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4017451,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
QWU000051,100.110.8.205,1,137,IPC05521,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4017468,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
RDG000204,100.110.8.204,1,137,IPC01281,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4145734,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
RDG000206,100.110.10.7,1,138,IPC01281,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3909016,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
RDG003641,100.110.2.145,1,139,IPC04514,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3126377,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
RDG003649,100.110.2.169,1,139,IPC04514,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA2874186,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
ROM000607,100.110.2.252,1,139,IPC04514,branch,16.1-R2-S9 80561de 20190628,REACHABLE,OUT_OF_SYNC,KSA3244598,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
ROM000661,100.110.2.249,1,139,IPC04514,branch,16.1-R2-S9 80561de 20190628,REACHABLE,OUT_OF_SYNC,KSA3244594,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
RTM000005,100.110.8.29,1,140,IPC04932,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4010736,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
RTM000305,100.110.8.47,1,140,IPC04932,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4031149,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
SCN000046,192.168.28.204,1,142,IPC04578,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3968955,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
SCO000047,100.110.9.62,1,142,IPC05538,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4000181,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
SCO000204,100.110.9.167,1,142,IPC05538,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3908986,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
SCO000353,100.110.8.63,1,142,IPC04932,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3820883,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
SCO000354,100.110.9.227,1,142,IPC05538,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4293511,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
SCO000424,100.110.8.254,1,143,IPC05521,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4010734,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
SCO000445,100.110.8.78,1,143,IPC04932,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4145808,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
SCO000606,100.110.15.246,1,144,IPC05521,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3908996,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
SCO000900,100.110.8.221,1,144,IPC05523,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4010759,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
SIN000007,100.110.10.89,1,144,IPC05519,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4356836,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
