device_name_in_vd,ip,day,batch,org,type,softwareVersion,ping-status,sync-status,serialNo,model,existing-packageName
BER000081,100.110.8.65,1,13,IPC04932,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4017455,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
BER000439,192.168.28.63,1,13,IPC04514,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA2817568,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
BER000996,192.168.28.225,1,15,IPC04578,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3909046,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
BER004896,192.168.28.225,1,15,IPC04578,branch,16.1-R2-S9 80561de 20191106,REACHABLE,OUT_OF_SYNC,KSA3909046,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
BER005236,192.168.28.108,1,15,IPC04514,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA2817591,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
BER009767,100.110.3.146,1,15,IPC03264,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3909015,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
BER009768,100.110.3.135,1,15,IPC03264,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3908989,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
BHX000368,100.110.8.52,1,16,IPC04932,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3820875,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
BHX000505,100.110.8.249,1,16,IPC05521,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4010740,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
BHX000900,100.110.8.248,1,16,IPC05521,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4145720,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
BRS000074,100.110.3.76,1,18,IPC04514,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3267558,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
BRS001104,100.110.3.30,1,18,IPC04514,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3284188,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
BRU000006,100.110.8.209,1,18,IPC05521,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4031144,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
BRU000007,100.110.8.241,1,18,IPC02945,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3908977,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
BRU000016,100.110.9.79,1,19,IPC05538,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3908994,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
BRU000045,100.110.9.86,1,20,IPC05538,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3126376,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
BRU000105,100.110.9.10,1,20,IPC05414,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3873707,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
BRU000108,100.110.9.9,1,20,IPC05414,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3873711,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
BRU000146,100.110.9.135,1,20,IPC02945,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4598117,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
BRU000924,100.110.10.69,1,21,IPC05521,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4356818,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
BRU000927,100.110.8.74,1,21,IPC05414,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3874375,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
BRU001160,100.110.3.189,1,22,IPC02945,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3820891,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
BRU001199,100.110.8.208,1,22,IPC05521,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4087430,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
BRU001724,100.110.3.186,1,22,IPC02945,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4293517,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
BRU001738,100.110.3.187,1,22,IPC02945,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3820884,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
BRU001942,100.110.3.185,1,22,IPC02945,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4293512,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
BRU001954,100.110.8.73,1,22,IPC05414,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3874394,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
BRU009092,100.110.10.75,1,23,IPC05521,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4356839,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
BRU009495,100.110.3.88,1,23,IPC04514,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3244582,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
BRU009496,100.110.3.35,1,24,IPC04514,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3267582,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
BSL002655,100.110.8.25,1,25,IPC04578,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3874400,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
CES000259,100.110.3.89,1,27,IPC04514,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3121565,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
CES000915,100.110.3.91,1,27,IPC04514,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3189397,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
CES024530,100.110.15.232,1,27,IPC04514,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4293516,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
CGN000282,100.110.3.78,1,27,IPC04514,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3121566,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
CGN000803,100.110.3.86,1,27,IPC04514,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3688693,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
CNO000079,100.110.8.64,1,29,IPC04932,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3908981,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
CNO000500,100.110.8.82,1,29,IPC04932,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4031148,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
DUB000605,100.110.8.28,1,32,IPC05414,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3908991,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
DUB001010,100.110.8.51,1,32,IPC05414,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3909056,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
DUS000095,100.110.8.48,1,32,IPC04932,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3909021,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
DUS000161,100.110.8.69,1,32,IPC04932,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3874408,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
EAN000064,100.110.3.17,1,33,IPC04932,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3126371,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
EAN000090,100.110.8.36,1,34,IPC04932,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3908974,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
EAN000150,100.110.3.4,1,34,IPC04932,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3121562,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
EAN000181,100.110.2.138,1,34,IPC04932,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3121563,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
EAN000185,100.110.8.42,1,34,IPC04932,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3909058,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
EAN002729,100.110.3.2,1,34,IPC04932,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3121567,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
ESS00881,100.110.2.71,1,35,IPC04578,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3189404,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
FRA000276,100.110.3.60,1,37,IPC05319,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3777256,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
FRA000312,100.110.8.130,1,37,IPC05517,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4017469,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
FRA000724,100.110.9.219,1,37,IPC05548,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4356837,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
FRA000971,100.110.8.129,1,38,IPC05517,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4017456,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
GER000291,100.110.9.180,1,41,IPC01281,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3909039,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
GER000546,100.110.9.92,1,44,IPC01281,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3874397,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
GER003463,100.110.15.251,1,56,IPC05521,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4017465,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
GER003634,100.110.8.175,1,57,IPC05521,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4356824,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
GER003980,100.110.8.200,1,58,IPC05521,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3909037,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
GER004948,100.110.3.10,1,62,IPC04305W,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3189398,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
GER005056,100.110.8.161,1,63,IPC05521,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3999306,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
GER005079,100.110.8.174,1,63,IPC05521,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4017459,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
GER005083,100.110.8.172,1,63,IPC05521,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4000179,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
GER005131,100.110.8.105,1,64,IPC04578,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3873713,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
GER005245,100.110.8.216,1,65,IPC05521,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4017457,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
GER006624,192.168.28.203,1,70,IPC04578,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3866846,FWA-5020U-00A1R,versa-flexvnf-20191106-113931-80561de-16.1R2S9
GER007256,100.110.15.250,1,72,IPC05521,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4017470,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
GER007777,100.110.8.122,1,72,IPC04578,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4017461,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
GNE000406,100.110.8.206,1,79,IPC05521,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4031140,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
GNE000408,100.110.8.207,1,80,IPC05521,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4031141,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
GNE005413,100.110.9.182,1,80,IPC05541,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4293519,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
GNE024545,100.110.9.189,1,80,IPC05541,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4145749,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
HAJ000410,100.110.8.94,1,84,IPC060302230,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3866855,FWA-5020U-00A1R,versa-flexvnf-20191106-113931-80561de-16.1R2S9
HAJ000433,100.110.8.110,1,84,IPC060302230,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3866856,FWA-5020U-00A1R,versa-flexvnf-20191106-113931-80561de-16.1R2S9
HAM000436,192.168.28.180,1,85,IPC04578,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4356846,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
HAM000440,100.110.3.170,1,86,IPC04624,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3845167,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
HAM000468,100.110.3.155,1,86,IPC05410,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4017463,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
HAM000512,100.110.2.189,1,86,IPC04946,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3121570,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
HAM000902,100.110.3.183,1,86,IPC05410,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4017450,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
HAM001128,100.110.2.171,1,87,IPC04946,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3121571,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
HAM002990,100.110.3.82,1,88,IPC04514,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3777233,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
HAM005888,100.110.3.77,1,88,IPC04514,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3777247,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
HUN000011,100.110.3.96,1,89,IPC04761,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3126380,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
HUN000064,100.110.3.92,1,89,IPC04761,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3189401,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
LDS000011,100.110.8.84,1,91,IPC04932,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3908987,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
LDS000051,100.110.8.83,1,91,IPC04932,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4031151,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
LIS000205,100.110.3.98,1,93,IPC04624,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3121568,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
LIS000984,100.110.3.154,1,95,IPC03264,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3845166,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
LIS001260,100.110.3.93,1,95,IPC04624,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA2936253,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
LIS004682,100.110.3.158,1,95,IPC03264,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3810727,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
LON000106,100.110.8.163,1,96,IPC05523,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4010768,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
LON000167,100.110.9.26,1,96,IPC05548,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3908979,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
LON000473,100.110.10.16,1,96,IPC05548,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4356838,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
LON000597,100.110.2.64,1,96,IPC05020,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3126381,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
LON000970,100.110.3.199,1,97,IPC05414,branch,16.1-R2-S9 80561de 20191106,REACHABLE,OUT_OF_SYNC,KSA3935750,FWA-5020,versa-flexvnf-20191106-113931-80561de-16.1R2S9
LON002223,100.110.3.22,1,98,IPC04932,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3126372,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
LON003653,100.110.3.29,1,98,IPC04514,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA2874190,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
LON003944,100.110.8.61,1,98,IPC04932,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4145754,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
LON006363,100.110.15.241,1,98,IPC05548,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3909002,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
LON007789,100.110.8.7,1,98,IPC05414,branch,16.1-R2-S9 80561de 20191106,REACHABLE,OUT_OF_SYNC,KSA3866845,FWA-5020U-00A1R,versa-flexvnf-20191106-113931-80561de-16.1R2S9
LON00855,100.110.2.69,1,98,IPC05020,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3121569,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
LON009102,100.110.8.165,1,98,IPC05523,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4010769,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
LON009568,100.110.3.251,1,98,IPC04514,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3126373,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
LON009929,100.110.10.12,1,98,IPC05548,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3909014,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
LON009972,100.110.3.102,1,98,IPC05319,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3777252,FWA-3260,versa-flexvnf-20190628-153900-80561de-16.1R2S9
LUX000091,100.110.10.221,1,100,IPC05521,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4087435,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
LUX000222,100.110.8.199,1,100,IPC05521,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4087433,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
LYS000400,100.110.15.229,1,100,IPC05541,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3999315,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
LYS005415,100.110.9.204,1,101,IPC05541,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3999319,FWA-3260,versa-flexvnf-20191106-113931-80561de-16.1R2S9
