device_name_in_vd,ip,day,batch,org,type,softwareVersion,ping-status,sync-status,serialNo,model,existing-packageName
BZO000020,100.110.3.40,1,19,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC
CAN000019,192.168.28.217,1,20,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC
CAN000030,192.168.28.232,1,20,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC
CES000259,100.110.3.89,1,20,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC
CES000443,100.110.2.40,1,20,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC
CES000915,100.110.3.91,1,20,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC
CES024530,100.110.15.232,1,20,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC
CFR000039,192.168.28.136,1,20,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC
CGN000282,100.110.3.78,1,20,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC
CGN000286,100.110.3.206,1,20,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC
CGN000777,192.168.28.4,1,21,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC
CGN000802,100.110.2.194,1,21,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC
CGN000803,100.110.3.86,1,21,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC
CGN000955,100.110.3.243,1,21,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC
CHN000007,100.110.3.179,1,21,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC
CHN000085,100.110.3.188,1,21,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC
CMF000036,192.168.28.157,1,21,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC
CMR000035,192.168.28.138,1,21,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC
CNO000079,100.110.8.64,1,21,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC
CNO000500,100.110.8.82,1,22,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC
CPH000195,100.110.3.38,1,22,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC
CQF000062,192.168.28.142,1,22,branch,16.1-R2-S9 80561de 20190628,REACHABLE,OUT_OF_SYNC
CQF000395,192.168.28.169,1,22,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC
CTA000023,100.110.3.53,1,22,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC
CUF000004,100.110.2.58,1,22,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC
CUF000008,100.110.10.33,1,22,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC
CZE000091,192.168.28.29,1,22,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC
CZE000098,192.168.28.244,1,22,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC
CZE000209,100.110.2.245,1,23,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC
DIJ000048,192.168.28.141,1,23,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC
DRS000040,100.110.8.152,1,23,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC
DRS000089,100.110.15.252,1,23,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC
DTM000016,192.168.28.230,1,23,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC
DTM000108,100.110.2.108,1,23,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC
DUB000044,192.168.28.97,1,23,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC
