device_name_in_vd,ip,day,batch,org,type,softwareVersion,ping-status,sync-status,serialNo,model,existing-packageName
ZGJ000065,192.168.28.102,1,18,IPC041103199,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA2624099,FWA-2320,versa-flexvnf-20190628-153930-80561de-16.1R2S9-wsm
ZGJ000291,100.110.10.38,1,18,IPC041200213,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA4509803,FWA-1010VC,versa-flexvnf-20190628-153930-80561de-16.1R2S9-wsm
ZGJ000853,100.110.10.72,1,18,IPC05521,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4076504,FWA-2320,versa-flexvnf-20191106-121549-80561de-16.1R2S9-wsm
ZIA000021,100.110.2.170,1,18,IPC04968,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3448793,FWA-1010VC,versa-flexvnf-20190628-153930-80561de-16.1R2S9-wsm
ZIA000022,100.110.2.175,1,18,IPC04968,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3448792,FWA-1010VC,versa-flexvnf-20190628-153930-80561de-16.1R2S9-wsm
ZIA000024,100.110.2.177,1,18,IPC04968,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3448798,FWA-1010VC,versa-flexvnf-20190628-153930-80561de-16.1R2S9-wsm
ZIA000025,100.110.2.165,1,18,IPC04968,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3448789,FWA-1010VC,versa-flexvnf-20190628-153930-80561de-16.1R2S9-wsm
ZIA000026,100.110.2.184,1,18,IPC04968,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3448790,FWA-1010VC,versa-flexvnf-20190628-153930-80561de-16.1R2S9-wsm
ZIA000027,100.110.2.126,1,18,IPC04968,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3390114,FWA-1010VC,versa-flexvnf-20190628-153930-80561de-16.1R2S9-wsm
ZIA000033,100.110.2.246,1,18,IPC04968,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3448788,FWA-1010VC,versa-flexvnf-20190628-153930-80561de-16.1R2S9-wsm
ZLM000175,100.110.3.61,1,18,IPC04946,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3372800,FWA-2320,versa-flexvnf-20190628-153930-80561de-16.1R2S9-wsm
ZLM000291,100.110.3.218,1,18,IPC04578,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3372804,FWA-2320,versa-flexvnf-20191106-121549-80561de-16.1R2S9-wsm
ZMO000093,100.110.2.153,1,19,IPC04968,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3548336,FWA-1010VC,versa-flexvnf-20190628-153930-80561de-16.1R2S9-wsm
ZMO000200,100.110.15.166,1,19,IPC05564,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4506939,FWA-2320,versa-flexvnf-20191106-121549-80561de-16.1R2S9-wsm
ZNQ000027,100.110.2.37,1,19,IPC04472,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3372806,FWA-2320,versa-flexvnf-20190628-153930-80561de-16.1R2S9-wsm
ZRH000189,100.110.2.196,1,1,IPC04578,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3094340,FWA-2320,versa-flexvnf-20191106-121549-80561de-16.1R2S9-wsm
ZRH000206,100.110.3.224,1,1,IPC04578,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3805247,FWA-2320,versa-flexvnf-20191106-121549-80561de-16.1R2S9-wsm
ZRH000214,100.110.3.226,1,1,IPC04578,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3773442,FWA-2320,versa-flexvnf-20191106-121549-80561de-16.1R2S9-wsm
ZRH000552,100.110.3.225,1,1,IPC04578,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3773444,FWA-2320,versa-flexvnf-20191106-121549-80561de-16.1R2S9-wsm
ZRH000802,100.110.2.149,1,1,IPC05020,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3316632,FWA-2320,versa-flexvnf-20190628-153930-80561de-16.1R2S9-wsm
ZRH000841,100.110.2.203,1,1,IPC05020,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA2727043,FWA-2320,versa-flexvnf-20190628-153930-80561de-16.1R2S9-wsm
ZRH000904,100.110.8.202,1,1,IPC05521,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,,FWA-2320,versa-flexvnf-20191106-121549-80561de-16.1R2S9-wsm
ZRH000963,100.110.3.219,1,1,IPC04578,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA3957756,FWA-2320,versa-flexvnf-20191106-121549-80561de-16.1R2S9-wsm
ZRH000982,100.110.8.201,1,1,IPC05521,branch,16.1-R2-S9 80561de 20191106,REACHABLE,IN_SYNC,KSA4099160,FWA-2320,versa-flexvnf-20191106-121549-80561de-16.1R2S9-wsm
ZRH002220,100.110.3.195,1,1,IPC04578,branch,16.1-R2-S9 80561de 20190628,REACHABLE,IN_SYNC,KSA3934041,FWA-2320,versa-flexvnf-20190628-153930-80561de-16.1R2S9-wsm
