cpe,filename,file_upload
GER011224,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER011124,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER007870,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER006937,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER007770,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER007771,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER012342,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER009006,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER009002,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER009003,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER008737,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER009020,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER009021,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER009988,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER009779,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GOT000026,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GOA000200,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GNE000294,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER043814,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER012987,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GNE000023,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER045779,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER012356,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GOT000036,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER012343,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER543267,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GOT000035,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GNE000403,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER022963,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GNE000404,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER243771,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER024576,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER122334,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER122335,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER012346,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER012345,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER031212,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER234516,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GNE000053,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GNE000402,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GNE000178,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER112233,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GER112234,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GOA000322,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GNE000168,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GVA000288,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GVA000242,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GRO002590,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
HAJ000080,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
HAJ000085,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
HAJ000658,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
HAM000082,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
HAJ003124,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GRO000050,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GRO000055,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GRO002588,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
HAJ000345,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
HAM000670,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
HAJ000024,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
HAM000908,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GVA000291,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GVA000292,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
HAM000965,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
HAM000943,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
HAM000900,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GVA000888,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
HAJ000667,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
HAM000981,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
HAJ001263,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
HAM000502,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GVA000519,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
HAJ000592,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
HAJ000593,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
HAG000358,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
GVA002314,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
ITA000210,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
HKG000224,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
JAE000001,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
ITA000460,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
LGG000902,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
HAM006542,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
ITA000501,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
HAM001132,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
HAM005788,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
HAM002514,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
HUN000062,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
HUN000063,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
HUN000060,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
LIG000015,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
HKG000235,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
HKG000074,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
ITA000485,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
ITA000484,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
LEJ000204,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
LIL000091,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
LEJ000099,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
LAT000011,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
HAM009908,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
LAT000010,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
JAE000018,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
LEJ007248,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
HUN000059,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
LEJ008546,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
JPN000066,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
HAM002675,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
LRH000063,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
LUX000985,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
LIS000470,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
LYS000410,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
LYS000411,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
LIS000900,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
LON000968,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
LIS000025,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
LIL000195,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
LIS000689,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
LIS000725,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
LUG000003,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
LIS000272,versa-flexvnf-20200606-211402-63668a2-20.2.2-wsm.bin,File Transfer Success : Transfered size 650677829
